:START_ID,DATA,:END_ID,:TYPE
MO_100001_284,NONE,MO_1_20518,MAP
MO_100001_284,NONE,VMR_2_163453,MAP
MO_100001_285,NONE,MO_1_20519,MAP
MO_100001_285,NONE,VMR_2_163454,MAP
MO_100001_286,NONE,MO_1_20520,MAP
MO_100001_286,NONE,VMR_2_163455,MAP
MO_100001_287,NONE,MO_1_20521,MAP
MO_100001_287,NONE,VMR_2_163456,MAP
MO_100001_288,NONE,MO_1_20522,MAP
MO_100001_288,NONE,VMR_2_163457,MAP
