:START_ID,DATA,:END_ID,:TYPE
MO_100001_240,NONE,VMR_9_4,MAP
MO_100001_241,NONE,MO_4_e,MAP
MO_100001_241,NONE,VMR_9_4,MAP
MO_100001_242,NONE,MO_4_e,MAP
MO_100001_242,NONE,VMR_9_4,MAP
MO_100001_243,NONE,MO_4_e,MAP
MO_100001_243,NONE,VMR_9_4,MAP
MO_100001_244,NONE,MO_4_e,MAP
MO_100001_244,NONE,VMR_9_4,MAP
MO_100001_245,NONE,MO_4_e,MAP
MO_100001_245,NONE,VMR_9_4,MAP
MO_100001_246,NONE,MO_4_e,MAP
MO_100001_246,NONE,VMR_9_4,MAP
MO_100001_247,NONE,MO_4_e,MAP
MO_100001_247,NONE,VMR_9_4,MAP
MO_100001_248,NONE,MO_4_e,MAP
MO_100001_248,NONE,VMR_9_4,MAP
MO_100001_249,NONE,MO_4_e,MAP
MO_100001_249,NONE,VMR_9_4,MAP
MO_100001_250,NONE,MO_4_e,MAP
MO_100001_250,NONE,VMR_9_4,MAP
MO_100001_251,NONE,MO_4_e,MAP
MO_100001_251,NONE,VMR_9_4,MAP
MO_100001_252,NONE,MO_4_e,MAP
MO_100001_252,NONE,VMR_9_4,MAP
MO_100001_253,NONE,MO_4_e,MAP
MO_100001_253,NONE,VMR_9_4,MAP
MO_100001_254,NONE,MO_4_e,MAP
MO_100001_254,NONE,VMR_9_4,MAP
MO_100001_255,NONE,MO_4_e,MAP
MO_100001_255,NONE,VMR_9_4,MAP
MO_100001_256,NONE,MO_4_e,MAP
MO_100001_256,NONE,VMR_9_4,MAP
MO_100001_257,NONE,MO_4_e,MAP
MO_100001_257,NONE,VMR_9_4,MAP
MO_100001_258,NONE,MO_4_e,MAP
MO_100001_258,NONE,VMR_9_4,MAP
MO_100001_259,NONE,MO_4_e,MAP
MO_100001_259,NONE,VMR_9_4,MAP
MO_100001_260,NONE,MO_4_e,MAP
MO_100001_260,NONE,VMR_9_4,MAP
MO_100001_261,NONE,MO_4_e,MAP
MO_100001_261,NONE,VMR_9_4,MAP
MO_100001_262,NONE,MO_4_e,MAP
MO_100001_262,NONE,VMR_9_4,MAP
MO_100001_263,NONE,MO_4_e,MAP
MO_100001_263,NONE,VMR_9_4,MAP
MO_100001_264,NONE,MO_4_e,MAP
MO_100001_264,NONE,VMR_9_4,MAP
MO_100001_265,NONE,MO_4_e,MAP
MO_100001_265,NONE,VMR_9_4,MAP
MO_100001_266,NONE,MO_4_e,MAP
MO_100001_266,NONE,VMR_9_4,MAP
MO_100001_267,NONE,MO_4_e,MAP
MO_100001_267,NONE,VMR_9_4,MAP
MO_100001_268,NONE,MO_4_e,MAP
MO_100001_268,NONE,VMR_9_4,MAP
MO_100001_269,NONE,MO_4_e,MAP
MO_100001_269,NONE,VMR_9_4,MAP
